id,premise,hypothesis,label
24347,"The cap of this mushroom is about 7 – in diameter, gray.","The cap of this mushroom is about 7 – in diameter, gray, and has a cracked margin that is sticky when fresh.",1
24420,"'Hello, Ben.'",Ben's greeting was kind. ,1
24434,that doesn't seem fair does it,That might possibly be fair.,0
24528,which means there's a higher probability of now having a state income tax even though good old tax and spend Annie my favorite uh decided that uh during the campaign she said we weren't gonna have a state income tax and now she's gonna renege on that which i expected her to do anyway uh we'll see what happens i don't know at any rate uh,Who knows whether we will get state tax or not?,0
24536,but i didn't really talk about that with her she um um my sister-in-law now lives in um Switzerland,"The last I heard, my sister-in-law lives in Norway.",0
24565,yeah well i'd go there all five i mean how how old are the kids,how tall are the children?,0
24646,"Postal Service may legally deliver only periodicals, catalogues over 24 pages, parcels, and unaddressed letters.",If the Postal Service delivers something they aren't allowed to deliver they get shut down.,1
24675,I hope Fred Goldman finds it.,I hope Goldman never finds it.,0
24679,Near Jerusalem,It is three miles from Jerusalem.,1
24687,Their bravery might--or might not--be genetically determined.,Research into this area is ongoing.,1
24733,"Young, attractive and fashionable girl posed for the camera as she sits on a rock in a park-like setting.",the girl poses for artist nude drawing,0
24757,yeah nice way to start off the spring,During the spring is the worst time to begin. ,0
24767,"During festivals, the square springs to life with excitement and color.",The town we have here has a lot of festivals that are exciting.,1
24774,These agencies are poorly positioned to meet the demands of the 1990s.,These federal agencies have not updated their administrative practices and are unprepared for the 1990s.,1
24780,"While Buchanan correctly notes that many non-bigots opposed the war, Lindbergh isn't so easily exonerated.",Buchanan is good at finding details.,1
24782,um-hum well the thing is um you know who's really in charge of deciding how the money gets spent and and it's you know it's not the president the president just suggests it the ones who actually you know debate it and decide it is the is the Congress and you know what the Congress is out for they're they're going to do whatever it takes to make their voters happy which means bring more jobs and more federal spending to their little area and uh uh and that means every Congressman is sitting there working for money going to his area nobody's working on less money going to his area or on anybody else's area and if you just if you just looked at how much Congress spends on itself it's ridiculous,Voters will only be happy if their immediate needs are fullfilled.,1
24797,"In the November 2016 general election, she ran for election to a full term.","In the November 2016 general election, she ran for election to a full term but was defeated by Barbara Gervin-Hawkins.",1
24808,Longitudinal Assurance that a short-term situation that may be unrepresentative of what is happening isn't inflated in importance,Longitudinal Assurance that does not represent what is actually happening is incredibly important to day to day life.,0
24850,"the National Academy of Sciences, India, Indian Academy of Sciences, and Indian National Science Academy as well as the Indian National Academy of Engineering.","the National Academy of Sciences, India, Indian Academy of Sciences, and Visakhapatnamn National Science Academy as well as the Indian National Academy of Engineering.",0
24893,well wonder if if this advice was uh worth following for uh choosing a school,I think this advice would be good for selecting which Church to attend. ,0
24937,oh yeah all all mine are uh purebreds so i keep them in,all of mine are poodles,1
24991,i've uh changed wiper wiper blades or something but i have noticed since uh i got married that my husband he hates to do auto repairs but he would rather do them himself than than to pay someone else i guess he can't make himself pay someone to do the repairs when he knows he knows how to do it and to do it so he he hates the time that he takes but he has changed um the brakes and he has done all of the tune-ups and the things like that  and recently he changed the steering mechanism in our car,He knows how to do car repair. He just hates the time it takes. ,1
